8,734,9,1,0
240,742,239,1,2
245,742,244,1,2
294,742,293,1,2
301,742,355,3,0
302,742,356,3,0
324,682,377,3,2
329,682,275,0,3
330,682,276,0,3
648,682,24,0,4
650,682,26,0,4
653,668,346,0,4
654,682,26,0,4
655,682,25,0,4
663,682,26,0,4
667,682,26,0,4
668,653,346,0,4
671,682,26,0,4
673,682,26,0,4
679,682,26,0,4
681,682,25,0,4
682,648,26,0,4
682,650,26,0,4
682,654,26,0,4
682,655,26,0,4
682,663,26,0,4
682,667,26,0,4
682,671,26,0,4
682,673,26,0,4
682,679,26,0,4
682,681,26,0,4
682,688,26,0,4
682,689,26,0,4
682,690,26,0,4
682,691,26,0,4
682,693,26,0,4
682,695,26,0,4
682,699,26,0,4
682,701,26,0,4
682,703,26,0,4
682,713,26,0,4
682,715,26,0,4
682,716,26,0,4
682,725,622,0,4
682,729,26,0,4
682,733,26,0,4
682,734,26,0,4
682,735,26,0,4
682,741,26,0,4
682,743,26,0,4
682,747,26,0,4
688,682,26,0,4
689,682,26,0,4
690,682,26,0,4
691,682,26,0,4
693,682,26,0,4
694,730,77,0,4
695,682,26,0,4
699,682,26,0,4
701,682,26,0,4
703,682,26,0,4
713,682,26,0,4
714,739,566,0,4
715,682,26,0,4
716,682,25,0,4
722,742,397,0,4
725,682,622,0,4
729,682,26,0,4
730,694,77,0,4
733,682,26,0,4
734,682,26,0,4
735,682,26,0,4
739,714,566,0,4
741,682,26,0,4
742,722,397,0,4
743,682,26,0,4
747,682,26,0,4
